the_month,LGA_NAME23,class,kwh,nmi_count
2022-10-01,Yarra Ranges,Industrial,11571934.433,232
2022-10-01,Yarra Ranges,Residential,25430693.7547,61695
2022-11-01,Alpine,Commercial,1785526.3632,1567
2022-11-01,Alpine,Industrial,2183011.48,23
2022-11-01,Alpine,Residential,3286211.5834,7731
2022-11-01,Banyule,Commercial,1821991.8805,1440
2022-11-01,Banyule,Industrial,3284727.9954999997,58
2022-11-01,Banyule,Residential,7422931.0982,23126
2022-11-01,Bass Coast,Commercial,3288463.4828,2399
2022-11-01,Bass Coast,Industrial,2245670.8187,61
2022-11-01,Bass Coast,Residential,9411483.4771,30075
2022-11-01,Baw Baw,Commercial,5248425.0994,3882
2022-11-01,Baw Baw,Industrial,8896599.7324,104
2022-11-01,Baw Baw,Residential,9427152.2762,25193
2022-11-01,Benalla,Commercial,1149750.1617,1221
2022-11-01,Benalla,Industrial,4250655.630000001,30
2022-11-01,Benalla,Residential,2391372.9144,7098
2022-11-01,Brimbank,Commercial,276.912,1
2022-11-01,Cardinia,Commercial,6908278.3362,4823
2022-11-01,Cardinia,Industrial,11262211.7492,182
2022-11-01,Cardinia,Residential,16268429.2719,44663
2022-11-01,Casey,Commercial,9273738.8683,5591
2022-11-01,Casey,Industrial,18888718.9516,346
2022-11-01,Casey,Residential,32130119.911,110006
2022-11-01,Darebin,Commercial,254616.4373,128
2022-11-01,Darebin,Industrial,917169.7611,20
2022-11-01,Darebin,Residential,774779.5543,2328
2022-11-01,East Gippsland,Commercial,4486734.2199,4026
2022-11-01,East Gippsland,Industrial,5206759.9233,86
2022-11-01,East Gippsland,Residential,9336405.4896,25900
2022-11-01,Federation,Commercial,3.098,1
2022-11-01,Frankston,Commercial,34928.9395,19
2022-11-01,Frankston,Industrial,309772.378,5
2022-11-01,Frankston,Residential,17475.747,26
2022-11-01,Greater Dandenong,Commercial,233122.9883,87
2022-11-01,Greater Dandenong,Industrial,685774.3589999999,11
2022-11-01,Greater Dandenong,Residential,3764.916,4
2022-11-01,Greater Shepparton,Commercial,3861.699,5
2022-11-01,Greater Shepparton,Residential,3126.8644,7
2022-11-01,Hume,Commercial,92951.8568,45
2022-11-01,Hume,Industrial,1258979.317,16
2022-11-01,Hume,Residential,610850.1284,2745
2022-11-01,Indigo,Commercial,1441036.1637,1325
2022-11-01,Indigo,Industrial,3165793.2033,18
2022-11-01,Indigo,Residential,3160603.7854,7730
2022-11-01,Knox,Commercial,8373292.3592,6211
2022-11-01,Knox,Industrial,19845310.8246,287
2022-11-01,Knox,Residential,16634622.9018,53342
2022-11-01,Latrobe (Vic.),Commercial,5856474.1852,4097
2022-11-01,Latrobe (Vic.),Industrial,30972146.9359,175
2022-11-01,Latrobe (Vic.),Residential,12490942.2862,35874
2022-11-01,Macedon Ranges,Commercial,0.0,1
2022-11-01,Macedon Ranges,Residential,1561.8229999999999,3
2022-11-01,Manningham,Commercial,678290.3665,376
2022-11-01,Manningham,Industrial,95247.064,3
2022-11-01,Manningham,Residential,3017445.3417,5124
2022-11-01,Mansfield,Commercial,1124951.7194,955
2022-11-01,Mansfield,Industrial,486617.584,12
2022-11-01,Mansfield,Residential,2416946.1996,6426
2022-11-01,Maroondah,Commercial,6229488.1094,4741
2022-11-01,Maroondah,Industrial,15090489.334999999,211
2022-11-01,Maroondah,Residential,14639024.064,47189
2022-11-01,Mitchell,Commercial,2306498.9922,1797
2022-11-01,Mitchell,Industrial,4663255.6548,88
2022-11-01,Mitchell,Residential,7095329.5542,19967
2022-11-01,Moira,Commercial,24616.2567,68
2022-11-01,Moira,Industrial,28030.03,1
2022-11-01,Moira,Residential,91258.4629,198
2022-11-01,Murrindindi,Commercial,1733810.3849,1570
2022-11-01,Murrindindi,Industrial,900637.5407,27
2022-11-01,Murrindindi,Residential,3774901.4567,8215
2022-11-01,Nillumbik,Commercial,2617791.5729,1709
2022-11-01,Nillumbik,Industrial,3776235.6824000003,53
2022-11-01,Nillumbik,Residential,10240103.4541,22710
2022-11-01,Snowy Valleys,Residential,291.492,3
2022-11-01,South Gippsland,Commercial,4389975.2805,3453
2022-11-01,South Gippsland,Industrial,7968434.6965,57
2022-11-01,South Gippsland,Residential,7037380.3354,17125
2022-11-01,Strathbogie,Commercial,1267535.8188,1279
2022-11-01,Strathbogie,Industrial,888469.914,31
2022-11-01,Strathbogie,Residential,2093070.7898,5614
2022-11-01,Towong,Commercial,856633.7528,906
2022-11-01,Towong,Industrial,204294.504,8
2022-11-01,Towong,Residential,1282662.1999,3145
2022-11-01,Unincorporated Vic,Commercial,883586.1606,602
2022-11-01,Unincorporated Vic,Industrial,345458.645,17
2022-11-01,Unincorporated Vic,Residential,354261.0481,1589
2022-11-01,Wangaratta,Commercial,2769823.0179,2608
2022-11-01,Wangaratta,Industrial,6628321.992000001,70
2022-11-01,Wangaratta,Residential,4656643.8531,13843
2022-11-01,Wellington,Commercial,6407148.0335,4620
2022-11-01,Wellington,Industrial,6320388.623,113
2022-11-01,Wellington,Residential,7988382.6602,23498
2022-11-01,Whitehorse,Residential,5080.7198,17
2022-11-01,Whittlesea,Commercial,10614505.3997,6741
2022-11-01,Whittlesea,Industrial,28723265.7272,375
2022-11-01,Whittlesea,Residential,25244571.869,85856
2022-11-01,Wodonga,Commercial,2584295.3996,1879
2022-11-01,Wodonga,Industrial,13104268.5385,114
2022-11-01,Wodonga,Residential,5364355.6295,18819
2022-11-01,Yarra Ranges,Commercial,8494316.4642,6277
2022-11-01,Yarra Ranges,Industrial,11649648.6732,232
2022-11-01,Yarra Ranges,Residential,24338315.4109,61815
2022-12-01,Alpine,Commercial,2063796.2181,1555
2022-12-01,Alpine,Industrial,1884182.246,23
2022-12-01,Alpine,Residential,3123982.8673,7727
2022-12-01,Banyule,Commercial,1740167.5829,1402
2022-12-01,Banyule,Industrial,3384570.768,58
2022-12-01,Banyule,Residential,7956577.8742,22977
2022-12-01,Bass Coast,Commercial,3419312.0822,2397
2022-12-01,Bass Coast,Industrial,2326910.0966,61
2022-12-01,Bass Coast,Residential,9769005.0503,30096
2022-12-01,Baw Baw,Commercial,5269336.2636,3914
2022-12-01,Baw Baw,Industrial,9658884.3125,105
2022-12-01,Baw Baw,Residential,9562402.7055,25223
2022-12-01,Benalla,Commercial,1218908.4342,1247
2022-12-01,Benalla,Industrial,4018863.5439999998,30
2022-12-01,Benalla,Residential,2609979.1331,7117
2022-12-01,Brimbank,Commercial,286.1424,1
2022-12-01,Cardinia,Commercial,6677533.4267,4844
2022-12-01,Cardinia,Industrial,11125307.0403,187
2022-12-01,Cardinia,Residential,17218679.9595,44772
2022-12-01,Casey,Commercial,9247587.1819,5618
2022-12-01,Casey,Industrial,19428257.5004,347
2022-12-01,Casey,Residential,35213083.7018,110346
2022-12-01,Darebin,Commercial,254543.3604,126
2022-12-01,Darebin,Industrial,927067.1723,20
2022-12-01,Darebin,Residential,861314.556,2323
2022-12-01,East Gippsland,Commercial,4826432.2022,4010
2022-12-01,East Gippsland,Industrial,5143140.1615,86
2022-12-01,East Gippsland,Residential,9709088.3909,25927
2022-12-01,Federation,Commercial,50.402,1
2022-12-01,Frankston,Commercial,34481.705200000004,17
2022-12-01,Frankston,Industrial,312073.7441,5
2022-12-01,Frankston,Residential,15408.912,24
2022-12-01,Greater Dandenong,Commercial,195620.3689,85
2022-12-01,Greater Dandenong,Industrial,591302.186,11
2022-12-01,Greater Dandenong,Residential,4245.297,4
2022-12-01,Greater Shepparton,Commercial,3352.301,5
2022-12-01,Greater Shepparton,Residential,2974.4223,8
2022-12-01,Hume,Commercial,94540.5783,47
2022-12-01,Hume,Industrial,1173247.972,16
2022-12-01,Hume,Residential,675343.6092,2781
2022-12-01,Indigo,Commercial,1565002.0236,1320
2022-12-01,Indigo,Industrial,3172411.3391,18
2022-12-01,Indigo,Residential,3141581.3414,7725
2022-12-01,Knox,Commercial,7599029.303,6232
2022-12-01,Knox,Industrial,19309236.9544,288
2022-12-01,Knox,Residential,18092985.9641,53321
2022-12-01,Latrobe (Vic.),Commercial,5467607.0076,4033
2022-12-01,Latrobe (Vic.),Industrial,30880422.964300003,175
2022-12-01,Latrobe (Vic.),Residential,12595471.071,35845
2022-12-01,Macedon Ranges,Commercial,72.415,2
2022-12-01,Macedon Ranges,Residential,1544.616,3
2022-12-01,Manningham,Commercial,655850.0838,374
2022-12-01,Manningham,Industrial,80740.90400000001,3
2022-12-01,Manningham,Residential,3265080.9562,5097
2022-12-01,Mansfield,Commercial,1248066.7567,969
2022-12-01,Mansfield,Industrial,453756.4912,12
2022-12-01,Mansfield,Residential,2478326.2419,6470
2022-12-01,Maroondah,Commercial,5704837.8987,4789
2022-12-01,Maroondah,Industrial,15367086.1752,212
2022-12-01,Maroondah,Residential,15720236.9805,47259
2022-12-01,Mitchell,Commercial,2316485.2358,1813
2022-12-01,Mitchell,Industrial,4360536.7123,88
2022-12-01,Mitchell,Residential,7452868.9863,20133
2022-12-01,Moira,Commercial,45256.0127,81
2022-12-01,Moira,Industrial,32037.26,1
2022-12-01,Moira,Residential,98357.773,205
2022-12-01,Murrindindi,Commercial,1814815.0081,1543
2022-12-01,Murrindindi,Industrial,938587.1995,27
2022-12-01,Murrindindi,Residential,3560517.8259,8172
2022-12-01,Nillumbik,Commercial,2444858.1822,1679
2022-12-01,Nillumbik,Industrial,5267979.3645,53
2022-12-01,Nillumbik,Residential,10947693.0469,22652
2022-12-01,Snowy Valleys,Residential,401.46999999999997,3
2022-12-01,South Gippsland,Commercial,4391588.3686,3451
2022-12-01,South Gippsland,Industrial,7847209.6587,57
2022-12-01,South Gippsland,Residential,6855615.4238,17107
2022-12-01,Strathbogie,Commercial,1472613.9174,1267
2022-12-01,Strathbogie,Industrial,974000.2513,31
2022-12-01,Strathbogie,Residential,2185007.3275,5607
2022-12-01,Towong,Commercial,962132.6796,931
2022-12-01,Towong,Industrial,220294.652,8
2022-12-01,Towong,Residential,1328090.0709,3180
2022-12-01,Unincorporated Vic,Commercial,714528.4887,597
2022-12-01,Unincorporated Vic,Industrial,256443.25400000002,17
2022-12-01,Unincorporated Vic,Residential,299800.8026,1589
2022-12-01,Wangaratta,Commercial,3193327.2184,2597
2022-12-01,Wangaratta,Industrial,7446690.62,70
2022-12-01,Wangaratta,Residential,5179185.8985,13866
2022-12-01,Wellington,Commercial,8260506.8463,4618
2022-12-01,Wellington,Industrial,6384157.771,113
2022-12-01,Wellington,Residential,8177849.9935,23496
2022-12-01,Whitehorse,Residential,5079.8261,17
2022-12-01,Whittlesea,Commercial,10162223.9221,6726
2022-12-01,Whittlesea,Industrial,28968098.0436,377
2022-12-01,Whittlesea,Residential,27568632.9093,86035
2022-12-01,Wodonga,Commercial,2715696.816,1847
2022-12-01,Wodonga,Industrial,12145621.4537,114
2022-12-01,Wodonga,Residential,6179312.7525,18815
2022-12-01,Yarra Ranges,Commercial,8339555.2805,6238
2022-12-01,Yarra Ranges,Industrial,11557543.0464,234
2022-12-01,Yarra Ranges,Residential,25169890.2696,61760
2023-01-01,Alpine,Commercial,2496547.3423,1556
2023-01-01,Alpine,Industrial,2207087.25,23
2023-01-01,Alpine,Residential,3268941.3806,7716
2023-01-01,Banyule,Commercial,1809456.4593,1405
2023-01-01,Banyule,Industrial,3428715.4145,58
2023-01-01,Banyule,Residential,8369533.9227,22982
2023-01-01,Bass Coast,Commercial,3821741.4971,2408
2023-01-01,Bass Coast,Industrial,2651815.0306,62
2023-01-01,Bass Coast,Residential,10336767.33,30142
2023-01-01,Baw Baw,Commercial,6363485.7886,3891
2023-01-01,Baw Baw,Industrial,9356112.694,105
2023-01-01,Baw Baw,Residential,9585335.7172,25230
2023-01-01,Benalla,Commercial,1420490.7631,1234
2023-01-01,Benalla,Industrial,4308407.128,30
2023-01-01,Benalla,Residential,3121425.5186,7150
2023-01-01,Brimbank,Commercial,286.1424,1
2023-01-01,Cardinia,Commercial,7274686.4282,4855
2023-01-01,Cardinia,Industrial,11985541.8558,188
2023-01-01,Cardinia,Residential,18155531.697,44949
2023-01-01,Casey,Commercial,9966288.4653,5635
2023-01-01,Casey,Industrial,20299136.7953,347
2023-01-01,Casey,Residential,38876291.8572,110607
2023-01-01,Darebin,Commercial,264454.9891,126
2023-01-01,Darebin,Industrial,987699.9581,20
2023-01-01,Darebin,Residential,917602.6424,2323
2023-01-01,East Gippsland,Commercial,5446209.6413,4021
2023-01-01,East Gippsland,Industrial,5335806.5381,86
2023-01-01,East Gippsland,Residential,9307301.9058,25978
2023-01-01,Federation,Commercial,123.917,1
2023-01-01,Frankston,Commercial,38807.6135,17
2023-01-01,Frankston,Industrial,325538.4523,5
2023-01-01,Frankston,Residential,13995.548999999999,24
2023-01-01,Greater Dandenong,Commercial,232855.7118,85
2023-01-01,Greater Dandenong,Industrial,606199.194,11
2023-01-01,Greater Dandenong,Residential,4622.0740000000005,4
2023-01-01,Greater Shepparton,Commercial,6448.227,5
2023-01-01,Greater Shepparton,Residential,3655.4,7
2023-01-01,Hume,Commercial,99914.35519999999,46
2023-01-01,Hume,Industrial,1232090.482,16
2023-01-01,Hume,Residential,750102.9525,2819
2023-01-01,Indigo,Commercial,1822498.4568,1337
2023-01-01,Indigo,Industrial,3983295.5571999997,18
2023-01-01,Indigo,Residential,3487435.1758,7772
2023-01-01,Knox,Commercial,7987049.8383,6268
2023-01-01,Knox,Industrial,20039398.1663,288
2023-01-01,Knox,Residential,19299286.4054,53383
2023-01-01,Latrobe (Vic.),Commercial,5800871.4408,4099
2023-01-01,Latrobe (Vic.),Industrial,29458733.4802,175
2023-01-01,Latrobe (Vic.),Residential,12618557.9778,35969
2023-01-01,Macedon Ranges,Commercial,688.945,1
2023-01-01,Macedon Ranges,Residential,1542.668,3
2023-01-01,Manningham,Commercial,671187.4185,373
2023-01-01,Manningham,Industrial,65156.176,3
2023-01-01,Manningham,Residential,3321621.1774,5095
2023-01-01,Mansfield,Commercial,1470826.0354,964
2023-01-01,Mansfield,Industrial,485995.6598,12
2023-01-01,Mansfield,Residential,2730949.0842,6441
2023-01-01,Maroondah,Commercial,5880784.9051,4777
2023-01-01,Maroondah,Industrial,16282541.5867,212
2023-01-01,Maroondah,Residential,16508113.3047,47329
2023-01-01,Mitchell,Commercial,2491521.4419,1793
2023-01-01,Mitchell,Industrial,4694154.9633,89
2023-01-01,Mitchell,Residential,7745745.5207,20136
2023-01-01,Moira,Commercial,44765.0095,68
2023-01-01,Moira,Industrial,30755.52,1
2023-01-01,Moira,Residential,113299.281,198
2023-01-01,Murrindindi,Commercial,2218247.1337,1563
2023-01-01,Murrindindi,Industrial,1000746.4965,27
2023-01-01,Murrindindi,Residential,3532392.0628,8195
2023-01-01,Nillumbik,Commercial,2558137.653,1704
2023-01-01,Nillumbik,Industrial,3987590.9913,53
2023-01-01,Nillumbik,Residential,11318369.3037,22762
2023-01-01,Snowy Valleys,Residential,580.32,3
2023-01-01,South Gippsland,Commercial,4568410.9675,3462
2023-01-01,South Gippsland,Industrial,6855931.5484,57
2023-01-01,South Gippsland,Residential,6462203.2655,17136
2023-01-01,Strathbogie,Commercial,1692066.9369,1300
2023-01-01,Strathbogie,Industrial,1099365.4164,31
2023-01-01,Strathbogie,Residential,2433188.899,5633
2023-01-01,Towong,Commercial,1038213.2007,929
2023-01-01,Towong,Industrial,228429.038,8
2023-01-01,Towong,Residential,1407263.1685,3179
2023-01-01,Unincorporated Vic,Commercial,631657.7336,595
2023-01-01,Unincorporated Vic,Industrial,184801.096,17
2023-01-01,Unincorporated Vic,Residential,246841.6827,1588
2023-01-01,Wangaratta,Commercial,3765177.5917,2611
2023-01-01,Wangaratta,Industrial,8157666.5600000005,70
2023-01-01,Wangaratta,Residential,6227791.613,13911
2023-01-01,Wellington,Commercial,10326192.9422,4640
2023-01-01,Wellington,Industrial,6221524.938,113
2023-01-01,Wellington,Residential,8252086.3108,23544
2023-01-01,Whitehorse,Residential,5138.1916,17
2023-01-01,Whittlesea,Commercial,10894357.3987,6826
2023-01-01,Whittlesea,Industrial,31151957.9203,377
2023-01-01,Whittlesea,Residential,29489549.5934,86217
2023-01-01,Wodonga,Commercial,3172823.2084,1862
2023-01-01,Wodonga,Industrial,12898393.2871,114
2023-01-01,Wodonga,Residential,7872681.0062,18874
2023-01-01,Yarra Ranges,Commercial,9056145.9382,6243
2023-01-01,Yarra Ranges,Industrial,11972636.6046,235
2023-01-01,Yarra Ranges,Residential,25534122.8803,61750
2023-02-01,Alpine,Commercial,2026477.6042,1563
2023-02-01,Alpine,Industrial,2067618.408,23
2023-02-01,Alpine,Residential,2664383.8912,7734
2023-02-01,Banyule,Commercial,1853970.9377,1443
2023-02-01,Banyule,Industrial,3177585.746,58
2023-02-01,Banyule,Residential,7204522.5698,23116
2023-02-01,Bass Coast,Commercial,3196781.1374,2417
2023-02-01,Bass Coast,Industrial,2328002.9476,62
2023-02-01,Bass Coast,Residential,7799330.3485,30203
2023-02-01,Baw Baw,Commercial,5577880.8388,3868
2023-02-01,Baw Baw,Industrial,8254879.1377,106
2023-02-01,Baw Baw,Residential,8288688.181,25252
2023-02-01,Benalla,Commercial,1277870.8805,1223
2023-02-01,Benalla,Industrial,4100664.102,30
2023-02-01,Benalla,Residential,2571207.9195,7129
2023-02-01,Brimbank,Commercial,258.4512,1
2023-02-01,Cardinia,Commercial,7011927.8024,4856
2023-02-01,Cardinia,Industrial,11101142.7419,189
2023-02-01,Cardinia,Residential,15319299.8592,44918
2023-02-01,Casey,Commercial,9432047.6634,5657
2023-02-01,Casey,Industrial,18768354.5479,347
2023-02-01,Casey,Residential,31941543.809,110835
2023-02-01,Darebin,Commercial,239546.2708,128
2023-02-01,Darebin,Industrial,885812.5358,20
2023-02-01,Darebin,Residential,774839.2692,2328
2023-02-01,East Gippsland,Commercial,4971261.2654,4045
2023-02-01,East Gippsland,Industrial,5161931.3804,85
2023-02-01,East Gippsland,Residential,7886986.5073,25974
2023-02-01,Federation,Commercial,3.475,1
2023-02-01,Frankston,Commercial,38367.1005,20
2023-02-01,Frankston,Industrial,296441.74319999997,5
2023-02-01,Frankston,Residential,12170.371,25
2023-02-01,Greater Dandenong,Commercial,246703.01679999998,87
2023-02-01,Greater Dandenong,Industrial,606251.344,12
2023-02-01,Greater Dandenong,Residential,3679.254,4
2023-02-01,Greater Shepparton,Commercial,4107.151,5
2023-02-01,Greater Shepparton,Residential,2985.8720000000003,7
2023-02-01,Hume,Commercial,97799.6139,46
2023-02-01,Hume,Industrial,1157013.8725,16
2023-02-01,Hume,Residential,629923.8052,2841
2023-02-01,Indigo,Commercial,1615089.6865,1325
2023-02-01,Indigo,Industrial,3564035.7701000003,19
2023-02-01,Indigo,Residential,2942410.6413,7745
2023-02-01,Knox,Commercial,7980214.2239,6237
2023-02-01,Knox,Industrial,19253103.6473,288
2023-02-01,Knox,Residential,16162947.306,53449
2023-02-01,Latrobe (Vic.),Commercial,5511337.6376,4086
2023-02-01,Latrobe (Vic.),Industrial,25402333.717,177
2023-02-01,Latrobe (Vic.),Residential,10981435.4423,35932
2023-02-01,Macedon Ranges,Commercial,86.073,1
2023-02-01,Macedon Ranges,Residential,1571.342,3
2023-02-01,Manningham,Commercial,658900.4674,376
2023-02-01,Manningham,Industrial,78781.288,3
2023-02-01,Manningham,Residential,2911708.8964,5119
2023-02-01,Mansfield,Commercial,1176661.7263,959
2023-02-01,Mansfield,Industrial,429417.47620000003,12
2023-02-01,Mansfield,Residential,2078022.1449,6440
2023-02-01,Maroondah,Commercial,5887470.7233,4740
2023-02-01,Maroondah,Industrial,14577531.226499999,212
2023-02-01,Maroondah,Residential,13844513.5367,47243
2023-02-01,Mitchell,Commercial,2390353.5459,1807
2023-02-01,Mitchell,Industrial,4727138.9138,90
2023-02-01,Mitchell,Residential,6628337.2302,20235
2023-02-01,Moira,Commercial,36727.983,68
2023-02-01,Moira,Industrial,31210.944,1
2023-02-01,Moira,Residential,93945.53,198
2023-02-01,Murrindindi,Commercial,1871945.8687,1561
2023-02-01,Murrindindi,Industrial,921711.9316,27
2023-02-01,Murrindindi,Residential,3089582.9877,8233
2023-02-01,Nillumbik,Commercial,2618598.7388,1722
2023-02-01,Nillumbik,Industrial,3898828.3052000003,53
2023-02-01,Nillumbik,Residential,9791591.0122,22784
2023-02-01,Snowy Valleys,Residential,550.299,3
2023-02-01,South Gippsland,Commercial,4081440.1363,3462
2023-02-01,South Gippsland,Industrial,6030686.9311,57
2023-02-01,South Gippsland,Residential,5549633.3774,17147
2023-02-01,Strathbogie,Commercial,1509536.162,1294
2023-02-01,Strathbogie,Industrial,958286.3465,31
2023-02-01,Strathbogie,Residential,2048983.1725,5644
2023-02-01,Towong,Commercial,851479.586,909
2023-02-01,Towong,Industrial,203670.308,8
2023-02-01,Towong,Residential,1155431.4953,3148
2023-02-01,Unincorporated Vic,Commercial,570930.8741,603
2023-02-01,Unincorporated Vic,Industrial,179360.698,17
2023-02-01,Unincorporated Vic,Residential,217625.2363,1590
2023-02-01,Wangaratta,Commercial,3567084.3283,2609
2023-02-01,Wangaratta,Industrial,7651616.785,70
2023-02-01,Wangaratta,Residential,5193107.7524,13892
2023-02-01,Wellington,Commercial,9593203.6116,4636
2023-02-01,Wellington,Industrial,5672064.225,113
2023-02-01,Wellington,Residential,7187381.2464,23553
2023-02-01,Whitehorse,Residential,4309.8045,17
2023-02-01,Whittlesea,Commercial,10520580.619,6768
2023-02-01,Whittlesea,Industrial,29227192.0001,377
2023-02-01,Whittlesea,Residential,24792130.4484,86298
2023-02-01,Wodonga,Commercial,2957003.5007,1879
2023-02-01,Wodonga,Industrial,13243136.3824,114
2023-02-01,Wodonga,Residential,6440426.8737,18863
2023-02-01,Yarra Ranges,Commercial,8626251.3206,6286
2023-02-01,Yarra Ranges,Industrial,11474321.3137,237
