the_month,POA_CODE21,solar_kwh_export,nmi_count
2022-07-01,3064,344503.368,1180
2022-07-01,3074,261373.833,1396
2022-07-01,3075,223192.716,1428
2022-07-01,3076,435231.357,2653
2022-07-01,3082,285069.883,2105
2022-07-01,3083,253260.26,1782
2022-07-01,3085,25045.926,228
2022-07-01,3087,65713.982,564
2022-07-01,3088,190799.178,1820
2022-07-01,3089,116560.024,1011
2022-07-01,3090,32548.047,209
2022-07-01,3091,22809.058,184
2022-07-01,3093,25831.705,266
2022-07-01,3094,46765.818,582
2022-07-01,3095,164094.336,2011
2022-07-01,3096,17656.829,165
2022-07-01,3097,17984.024,168
2022-07-01,3099,43820.426,477
2022-07-01,3106,1631.308,16
2022-07-01,3111,13772.224,123
2022-07-01,3113,66673.183,730
2022-07-01,3114,30910.035,318
2022-07-01,3115,38574.091,334
2022-07-01,3116,140384.54,963
2022-07-01,3132,589.364,3
2022-07-01,3133,4860.522,38
2022-07-01,3134,255440.482,2179
2022-07-01,3135,144874.601,1385
2022-07-01,3136,368755.325,3228
2022-07-01,3137,162177.276,1216
2022-07-01,3138,204567.993,1826
2022-07-01,3139,171297.964,1367
2022-07-01,3140,168421.186,1410
2022-07-01,3152,354490.006,2645
2022-07-01,3153,278224.002,1818
2022-07-01,3154,31771.406,348
2022-07-01,3155,186734.971,1749
2022-07-01,3156,405728.724,3487
2022-07-01,3158,33855.015,454
2022-07-01,3159,11828.642,195
2022-07-01,3160,49012.24,613
2022-07-01,3175,1648.216,5
2022-07-01,3178,290089.024,2067
2022-07-01,3179,19430.207,164
2022-07-01,3180,105750.207,761
2022-07-01,3522,290.281,3
2022-07-01,3607,2949.058,24
2022-07-01,3608,92808.473,485
2022-07-01,3612,976.485,9
2022-07-01,3646,188.816,3
2022-07-01,3658,121157.034,820
2022-07-01,3659,20038.422,131
2022-07-01,3660,153655.132,967
2022-07-01,3663,8208.159,37
2022-07-01,3664,34387.742,203
2022-07-01,3665,9070.419,67
2022-07-01,3666,124114.404,825
2022-07-01,3669,31945.453,229
2022-07-01,3670,14413.428,113
2022-07-01,3672,301734.971,1547
2022-07-01,3673,52515.358,319
2022-07-01,3675,70028.953,397
2022-07-01,3677,513110.294,2429
2022-07-01,3678,289042.489,1335
2022-07-01,3682,24737.856,116
2022-07-01,3683,50349.284,300
2022-07-01,3685,161119.362,558
2022-07-01,3687,40197.382,192
2022-07-01,3688,48101.263,248
2022-07-01,3690,1029480.072,4288
2022-07-01,3691,510789.361,1888
2022-07-01,3695,16234.17,80
2022-07-01,3697,18855.591,126
2022-07-01,3698,33512.315,229
2022-07-01,3699,23495.347,140
2022-07-01,3700,49045.003,265
2022-07-01,3701,48298.906,233
2022-07-01,3704,884.652,4
2022-07-01,3705,10207.732,47
2022-07-01,3707,57681.415,340
2022-07-01,3708,2035.002,13
2022-07-01,3709,8058.432,58
2022-07-01,3711,11784.907,106
2022-07-01,3712,10310.492,44
2022-07-01,3713,20238.689,164
2022-07-01,3714,69084.317,539
2022-07-01,3715,9344.249,55
2022-07-01,3717,75133.31,574
2022-07-01,3718,2285.565,13
2022-07-01,3719,12218.163,85
2022-07-01,3720,24658.7,142
2022-07-01,3722,215409.28,982
2022-07-01,3723,97333.534,558
2022-07-01,3725,19741.781,96
2022-07-01,3726,15200.826,90
2022-07-01,3727,8497.732,53
2022-07-01,3728,600.483,3
2022-07-01,3730,1259.724,6
2022-07-01,3732,21532.831,109
2022-07-01,3733,6660.481,42
2022-07-01,3735,21234.859,99
2022-07-01,3737,129036.606,657
2022-07-01,3738,3697.625,32
2022-07-01,3739,5140.076,36
2022-07-01,3740,27930.202,182
2022-07-01,3741,84670.273,551
2022-07-01,3744,15717.519,80
2022-07-01,3746,13167.351,86
2022-07-01,3747,157488.407,892
2022-07-01,3749,80665.848,473
2022-07-01,3750,703313.61,2690
2022-07-01,3751,1905.8200000000002,9
2022-07-01,3752,324482.38,2065
2022-07-01,3753,111763.152,482
2022-07-01,3754,834980.857,4689
2022-07-01,3755,3936.516,24
2022-07-01,3756,280388.281,1652
2022-07-01,3757,130091.808,1020
2022-07-01,3758,32831.25,298
2022-07-01,3759,13695.291,144
2022-07-01,3760,4635.348,48
2022-07-01,3761,15770.078,161
2022-07-01,3762,1612.5720000000001,14
2022-07-01,3763,20493.48,224
2022-07-01,3764,175684.73,1076
2022-07-01,3765,50522.675,530
2022-07-01,3766,5673.051,80
2022-07-01,3767,2319.696,44
2022-07-01,3770,53525.895,372
2022-07-01,3775,61020.718,474
2022-07-01,3777,107709.015,1153
2022-07-01,3778,3129.9120000000003,27
2022-07-01,3779,15926.957,101
2022-07-01,3781,25331.428,336
2022-07-01,3782,59027.65,656
2022-07-01,3783,26666.281,248
2022-07-01,3785,56.408,1
2022-07-01,3786,6129.804,93
2022-07-01,3787,2990.193,45
2022-07-01,3788,5340.376,94
2022-07-01,3789,754.405,14
2022-07-01,3791,9745.435,105
2022-07-01,3792,9387.719,89
2022-07-01,3793,35646.904,341
2022-07-01,3795,31691.147,167
2022-07-01,3796,67636.298,767
2022-07-01,3797,41011.889,378
2022-07-01,3799,50132.273,606
2022-07-01,3802,653.255,6
2022-07-01,3803,124691.505,712
2022-07-01,3804,161696.118,981
2022-07-01,3805,907690.582,5984
2022-07-01,3806,764863.849,5112
2022-07-01,3807,105372.85,757
2022-07-01,3808,38457.78,351
2022-07-01,3809,490559.613,2023
2022-07-01,3810,936921.742,5213
2022-07-01,3812,40347.314,239
2022-07-01,3813,13536.433,101
2022-07-01,3814,47410.478,259
2022-07-01,3815,51553.749,363
2022-07-01,3816,59650.218,344
2022-07-01,3818,314835.79,1951
2022-07-01,3820,317026.463,1961
2022-07-01,3821,68410.294,421
2022-07-01,3822,18453.397,118
2022-07-01,3823,51878.636,321
2022-07-01,3824,95688.174,573
2022-07-01,3825,313025.671,2281
2022-07-01,3831,38808.303,311
2022-07-01,3832,8270.135,47
2022-07-01,3833,4926.509,41
2022-07-01,3835,17011.287,52
2022-07-01,3840,252029.821,1587
2022-07-01,3842,77600.644,496
2022-07-01,3844,980210.465,2977
2022-07-01,3847,47129.291,296
2022-07-01,3850,235294.944,1433
2022-07-01,3851,216326.095,1161
2022-07-01,3852,679.98,3
2022-07-01,3854,30492.805,189
2022-07-01,3856,23672.507,156
2022-07-01,3857,5858.042,56
2022-07-01,3858,92332.746,472
2022-07-01,3859,24288.724000000002,106
2022-07-01,3860,140250.747,913
2022-07-01,3862,83218.232,499
2022-07-01,3864,3682.449,28
2022-07-01,3865,15635.898,91
2022-07-01,3869,40301.971,254
2022-07-01,3870,22294.683,202
2022-07-01,3871,45800.232,394
2022-07-01,3873,9637.051,56
2022-07-01,3874,22417.907,119
2022-07-01,3875,406959.29,2486
2022-07-01,3878,48721.270000000004,263
2022-07-01,3880,123451.168,724
2022-07-01,3882,33111.317,206
2022-07-01,3885,37032.698,288
2022-07-01,3886,9923.405,60
2022-07-01,3887,6817.8330000000005,42
2022-07-01,3888,78058.516,533
2022-07-01,3889,4872.891,32
2022-07-01,3890,4982.004,34
2022-07-01,3891,1243.99,17
2022-07-01,3892,29307.281,242
2022-07-01,3893,804.466,4
2022-07-01,3895,3394.997,23
2022-07-01,3896,7221.469,51
2022-07-01,3898,10398.687,70
2022-07-01,3900,4202.321,23
2022-07-01,3902,10293.823,70
2022-07-01,3903,20325.587,133
2022-07-01,3904,56014.341,346
2022-07-01,3909,198676.808,1292
2022-07-01,3912,224.876,4
2022-07-01,3922,308161.203,1746
2022-07-01,3923,23349.808,159
2022-07-01,3925,140542.469,721
2022-07-01,3945,31490.154000000002,179
2022-07-01,3946,10765.34,54
2022-07-01,3950,86193.703,640
2022-07-01,3951,26476.714,158
2022-07-01,3953,146177.405,978
2022-07-01,3954,8457.088,61
2022-07-01,3956,108194.357,684
2022-07-01,3957,7347.653,51
2022-07-01,3958,4299.699,31
2022-07-01,3959,53509.702,322
2022-07-01,3960,62457.138,494
2022-07-01,3962,18251.907,173
2022-07-01,3964,3430.797,30
2022-07-01,3965,9625.435,50
2022-07-01,3966,15421.562,82
2022-07-01,3967,4773.311,24
2022-07-01,3971,90662.024,591
2022-07-01,3975,398524.542,2390
2022-07-01,3976,368622.957,2466
2022-07-01,3977,2001503.397,10753
2022-07-01,3978,1408157.436,5384
2022-07-01,3979,11125.277,53
2022-07-01,3980,60428.493,459
2022-07-01,3981,120827.813,639
2022-07-01,3984,194993.755,1103
2022-07-01,3987,30441.169,225
2022-07-01,3988,25422.897,176
2022-07-01,3990,2655.979,18
2022-07-01,3991,11684.493,79
2022-07-01,3992,40693.765,219
2022-07-01,3995,280455.753,1750
2022-07-01,3996,184903.626,1143
2022-08-01,3064,438376.841,1215
2022-08-01,3074,331586.949,1408
2022-08-01,3075,287152.401,1453
2022-08-01,3076,565431.176,2721
2022-08-01,3082,369192.122,2107
2022-08-01,3083,327760.754,1801
2022-08-01,3085,33766.199,229
2022-08-01,3087,84890.217,573
2022-08-01,3088,265086.152,1847
2022-08-01,3089,165142.19,1028
2022-08-01,3090,45709.098,214
2022-08-01,3091,31043.881,185
2022-08-01,3093,38182.473,270
2022-08-01,3094,69151.271,586
2022-08-01,3095,244308.551,2038
2022-08-01,3096,24233.324,167
2022-08-01,3097,25297.423,172
2022-08-01,3099,64639.085,481
2022-08-01,3106,2123.089,16
2022-08-01,3111,18367.899,124
2022-08-01,3113,90964.878,747
2022-08-01,3114,38986.736,318
2022-08-01,3115,50974.764,340
2022-08-01,3116,177621.497,975
2022-08-01,3132,794.905,3
2022-08-01,3133,5945.767,40
2022-08-01,3134,311340.896,2213
2022-08-01,3135,186413.155,1399
2022-08-01,3136,459647.854,3258
2022-08-01,3137,208353.651,1227
2022-08-01,3138,264315.305,1840
2022-08-01,3139,212141.711,1382
2022-08-01,3140,223077.05299999999,1435
2022-08-01,3152,441548.457,2671
2022-08-01,3153,358762.093,1837
2022-08-01,3154,40110.342,351
2022-08-01,3155,240492.353,1768
2022-08-01,3156,518790.06799999997,3510
2022-08-01,3158,46580.508,462
2022-08-01,3159,16107.757,195
2022-08-01,3160,63463.167,618
2022-08-01,3175,2300.184,5
2022-08-01,3178,370680.455,2086
2022-08-01,3179,25124.754,167
2022-08-01,3180,135068.919,770
2022-08-01,3522,336.74600000000004,3
2022-08-01,3607,7973.848,24
2022-08-01,3608,119517.712,487
2022-08-01,3612,1320.507,9
2022-08-01,3646,195.871,3
2022-08-01,3658,138591.061,832
2022-08-01,3659,25148.989999999998,132
2022-08-01,3660,189984.65,970
2022-08-01,3663,10638.854,37
2022-08-01,3664,39930.066,203
2022-08-01,3665,11720.880000000001,68
2022-08-01,3666,146868.455,832
2022-08-01,3669,35664.866,230
2022-08-01,3670,14945.774,112
2022-08-01,3672,313653.021,1560
2022-08-01,3673,53379.742,320
2022-08-01,3675,72085.701,397
2022-08-01,3677,553479.17,2462
2022-08-01,3678,302360.267,1340
2022-08-01,3682,24827.522,116
2022-08-01,3683,53319.171,306
2022-08-01,3685,157180.727,558
2022-08-01,3687,37757.337,193
2022-08-01,3688,48842.659,251
2022-08-01,3690,1017890.476,4335
2022-08-01,3691,488530.957,1915
2022-08-01,3695,15238.789,81
2022-08-01,3697,19588.797,126
2022-08-01,3698,34341.784,229
2022-08-01,3699,25336.221,145
2022-08-01,3700,51993.157,266
2022-08-01,3701,49142.079,237
2022-08-01,3704,767.089,4
2022-08-01,3705,11078.91,48
2022-08-01,3707,61448.09,342
2022-08-01,3708,2428.436,13
2022-08-01,3709,8660.64,57
2022-08-01,3711,14630.075,106
2022-08-01,3712,12609.388,44
2022-08-01,3713,25988.849000000002,165
2022-08-01,3714,86283.576,543
2022-08-01,3715,10828.057,56
2022-08-01,3717,90512.791,580
2022-08-01,3718,3285.931,14
2022-08-01,3719,15276.245,86
2022-08-01,3720,31100.586,147
2022-08-01,3722,250599.349,996
2022-08-01,3723,107161.557,560
2022-08-01,3725,21107.491,101
2022-08-01,3726,16902.426,89
2022-08-01,3727,9401.066,53
2022-08-01,3728,591.2379999999999,3
2022-08-01,3730,1183.526,6
2022-08-01,3732,22297.321,112
2022-08-01,3733,7286.865,42
2022-08-01,3735,22532.510000000002,101
2022-08-01,3737,131909.139,664
2022-08-01,3738,4060.185,32
2022-08-01,3739,6355.516,37
2022-08-01,3740,30802.569,183
2022-08-01,3741,93046.782,561
2022-08-01,3744,15098.445,80
2022-08-01,3746,14355.923,87
2022-08-01,3747,139566.599,900
2022-08-01,3749,79982.772,474
2022-08-01,3750,871584.223,2743
2022-08-01,3751,2221.438,9
2022-08-01,3752,420408.237,2083
2022-08-01,3753,142594.451,489
2022-08-01,3754,1107746.937,4777
2022-08-01,3755,5359.871,24
2022-08-01,3756,363307.181,1670
2022-08-01,3757,179526.364,1029
2022-08-01,3758,41574.673,296
2022-08-01,3759,20868.823,144
2022-08-01,3760,6520.258,48
2022-08-01,3761,21502.691,165
2022-08-01,3762,1860.877,14
2022-08-01,3763,27865.763,228
2022-08-01,3764,194100.174,1078
2022-08-01,3765,63820.69,536
2022-08-01,3766,7742.05,82
2022-08-01,3767,3295.549,47
2022-08-01,3770,73263.258,376
2022-08-01,3775,83887.25,481
2022-08-01,3777,147293.084,1166
2022-08-01,3778,3955.333,29
2022-08-01,3779,19408.871,104
2022-08-01,3781,30118.521,339
2022-08-01,3782,70146.358,664
2022-08-01,3783,31041.822,251
2022-08-01,3785,202.748,1
2022-08-01,3786,7358.014,92
2022-08-01,3787,3611.936,45
2022-08-01,3788,7126.14,95
2022-08-01,3789,987.406,14
2022-08-01,3791,12010.18,105
2022-08-01,3792,10940.837,89
2022-08-01,3793,44673.574,342
2022-08-01,3795,34182.809,169
2022-08-01,3796,89751.942,776
2022-08-01,3797,57200.342,381
2022-08-01,3799,73344.0,614
2022-08-01,3802,776.972,6
2022-08-01,3803,147147.377,720
2022-08-01,3804,199050.837,986
2022-08-01,3805,1084096.316,6041
2022-08-01,3806,1004179.063,5159
2022-08-01,3807,137873.853,768
2022-08-01,3808,49377.416,357
2022-08-01,3809,622710.088,2066
2022-08-01,3810,1201247.619,5284
2022-08-01,3812,51026.262,244
2022-08-01,3813,18174.201,104
2022-08-01,3814,62016.932,262
2022-08-01,3815,67668.317,370
2022-08-01,3816,82344.105,354
2022-08-01,3818,381482.654,1978
2022-08-01,3820,395496.662,1978
2022-08-01,3821,86756.69,426
2022-08-01,3822,22217.265,118
2022-08-01,3823,67908.479,323
2022-08-01,3824,132764.951,584
2022-08-01,3825,430826.796,2304
2022-08-01,3831,50651.438,317
2022-08-01,3832,10052.095000000001,47
2022-08-01,3833,6939.518,41
2022-08-01,3835,19164.311,52
2022-08-01,3840,353382.232,1601
2022-08-01,3842,101262.302,503
2022-08-01,3844,1118994.291,3017
2022-08-01,3847,64617.225,296
2022-08-01,3850,337076.254,1458
2022-08-01,3851,292166.113,1172
2022-08-01,3852,1014.34,3
2022-08-01,3854,43913.508,188
2022-08-01,3856,34345.256,161
2022-08-01,3857,8870.236,58
2022-08-01,3858,128586.066,475
2022-08-01,3859,33988.35,107
2022-08-01,3860,204640.019,925
2022-08-01,3862,119477.069,501
2022-08-01,3864,6029.214,29
2022-08-01,3865,23940.472,90
2022-08-01,3869,54095.056,261
2022-08-01,3870,29433.757,204
2022-08-01,3871,59048.026,398
2022-08-01,3873,11869.922,54
2022-08-01,3874,27414.601,124
2022-08-01,3875,630578.526,2502
2022-08-01,3878,73273.773,266
2022-08-01,3880,188613.969,736
2022-08-01,3882,52770.77,208
2022-08-01,3885,59634.782,289
2022-08-01,3886,16745.444,60
2022-08-01,3887,10715.898,42
2022-08-01,3888,132068.434,536
2022-08-01,3889,7860.765,32
2022-08-01,3890,9213.158,36
2022-08-01,3891,2250.7870000000003,17
2022-08-01,3892,47773.359,245
2022-08-01,3893,1258.406,4
2022-08-01,3895,5031.732,23
2022-08-01,3896,11601.585,52
2022-08-01,3898,13293.849,70
2022-08-01,3900,5303.051,23
2022-08-01,3902,15851.12,70
2022-08-01,3903,30879.383,135
2022-08-01,3904,88261.693,352
2022-08-01,3909,294170.217,1302
2022-08-01,3912,289.14500000000004,6
2022-08-01,3922,387729.516,1770
2022-08-01,3923,31111.457,165
2022-08-01,3925,181878.963,734
2022-08-01,3945,36899.346,181
2022-08-01,3946,12138.491,54
2022-08-01,3950,107234.082,650
2022-08-01,3951,31604.538,161
2022-08-01,3953,190880.596,985
2022-08-01,3954,11363.379,62
2022-08-01,3956,140644.396,691
2022-08-01,3957,9622.159,51
2022-08-01,3958,5744.523,31
2022-08-01,3959,66906.468,320
2022-08-01,3960,81718.056,497
2022-08-01,3962,26036.923,173
2022-08-01,3964,4488.268,29
2022-08-01,3965,13200.985,51
2022-08-01,3966,21324.153,85
2022-08-01,3967,6396.963,24
2022-08-01,3971,125276.638,599
2022-08-01,3975,482024.386,2406
2022-08-01,3976,445009.797,2493
2022-08-01,3977,2444672.438,10855
2022-08-01,3978,1754572.5,5470
2022-08-01,3979,12475.258,53
2022-08-01,3980,79290.528,462
2022-08-01,3981,153782.375,645
2022-08-01,3984,251117.495,1120
2022-08-01,3987,35960.281,225
2022-08-01,3988,29242.506999999998,176
2022-08-01,3990,3058.016,18
2022-08-01,3991,14180.013,77
2022-08-01,3992,50839.918,219
2022-08-01,3995,367991.151,1777
2022-08-01,3996,240670.544,1151
2022-09-01,3064,529573.446,1243
2022-09-01,3074,430959.962,1407
2022-09-01,3075,347849.079,1452
2022-09-01,3076,705694.917,2715
2022-09-01,3082,422112.76900000003,2078
2022-09-01,3083,399532.422,1794
2022-09-01,3085,43721.898,231
2022-09-01,3087,107967.452,570
2022-09-01,3088,347128.012,1860
2022-09-01,3089,209113.303,1036
2022-09-01,3090,59216.16,212
2022-09-01,3091,41540.082,185
2022-09-01,3093,50721.147,273
2022-09-01,3094,93857.196,588
2022-09-01,3095,335023.436,2042
2022-09-01,3096,31014.602,166
2022-09-01,3097,33722.617,175
2022-09-01,3099,87122.064,483
2022-09-01,3106,2759.134,16
2022-09-01,3111,27154.291,123
2022-09-01,3113,126234.009,756
2022-09-01,3114,56075.234,319
2022-09-01,3115,70908.141,341
2022-09-01,3116,238757.955,986
2022-09-01,3132,1092.975,3
2022-09-01,3133,7727.7210000000005,40
2022-09-01,3134,414470.437,2228
2022-09-01,3135,257870.205,1408
2022-09-01,3136,659031.072,3271
2022-09-01,3137,306707.76,1225
2022-09-01,3138,374641.124,1856
2022-09-01,3139,304439.22,1391
2022-09-01,3140,300597.049,1437
2022-09-01,3152,601430.597,2677
2022-09-01,3153,529449.894,1838
2022-09-01,3154,61983.248,350
2022-09-01,3155,356720.637,1774
2022-09-01,3156,772587.71,3527
2022-09-01,3158,78828.036,466
2022-09-01,3159,27707.151,195
2022-09-01,3160,101754.963,629
2022-09-01,3175,3310.141,5
2022-09-01,3178,530829.508,2091
2022-09-01,3179,35537.037,169
2022-09-01,3180,195870.695,775
2022-09-01,3522,451.034,3
2022-09-01,3607,12167.176,24
2022-09-01,3608,154551.619,489
2022-09-01,3612,1693.857,9
2022-09-01,3646,352.108,3
2022-09-01,3658,182435.725,837
2022-09-01,3659,35235.291,132
2022-09-01,3660,257621.42,978
2022-09-01,3663,15052.364,37
2022-09-01,3664,54942.436,200
2022-09-01,3665,16864.612,67
2022-09-01,3666,214391.022,833
2022-09-01,3669,54918.495,238
2022-09-01,3670,23347.02,114
2022-09-01,3672,484993.485,1569
2022-09-01,3673,83540.149,317
2022-09-01,3675,109051.893,394
2022-09-01,3677,789404.291,2478
2022-09-01,3678,437132.185,1345
2022-09-01,3682,34530.427,116
2022-09-01,3683,77421.252,314
2022-09-01,3685,216256.816,552
2022-09-01,3687,53412.665,196
2022-09-01,3688,69799.892,252
2022-09-01,3690,1485762.666,4350
2022-09-01,3691,705824.668,1919
2022-09-01,3695,20624.411,79
2022-09-01,3697,29581.636,126
2022-09-01,3698,53703.08,229
2022-09-01,3699,37723.596,144
2022-09-01,3700,75741.849,267
2022-09-01,3701,71328.552,237
2022-09-01,3704,951.432,4
2022-09-01,3705,15758.264,49
2022-09-01,3707,90879.591,343
2022-09-01,3708,3549.553,13
2022-09-01,3709,12911.595,57
2022-09-01,3711,21045.591,109
2022-09-01,3712,19233.297,44
2022-09-01,3713,37070.16,165
2022-09-01,3714,120540.268,548
2022-09-01,3715,14787.958,55
2022-09-01,3717,127902.522,582
2022-09-01,3718,4401.718,14
2022-09-01,3719,21592.244,87
2022-09-01,3720,45654.479,150
2022-09-01,3722,342128.165,1001
2022-09-01,3723,153212.169,562
2022-09-01,3725,29927.349000000002,102
2022-09-01,3726,24283.1,90
2022-09-01,3727,14233.497,54
2022-09-01,3728,903.724,3
2022-09-01,3730,1663.927,6
2022-09-01,3732,32923.075,112
2022-09-01,3733,12687.684000000001,42
2022-09-01,3735,31768.452,99
2022-09-01,3737,198429.435,664
2022-09-01,3738,7495.159,32
2022-09-01,3739,10084.366,37
2022-09-01,3740,44493.09,183
2022-09-01,3741,140159.204,563
2022-09-01,3744,20855.906000000003,79
2022-09-01,3746,20167.92,88
2022-09-01,3747,217364.746,901
2022-09-01,3749,122803.732,476
2022-09-01,3750,1045574.054,2757
2022-09-01,3751,2406.5080000000003,9
2022-09-01,3752,505386.05,2085
2022-09-01,3753,164775.828,496
2022-09-01,3754,1314425.261,4783
2022-09-01,3755,6134.367,24
2022-09-01,3756,423245.002,1683
2022-09-01,3757,216882.38,1027
2022-09-01,3758,53240.341,299
2022-09-01,3759,27570.792,145
2022-09-01,3760,8389.75,48
2022-09-01,3761,28449.251,167
2022-09-01,3762,2354.585,15
2022-09-01,3763,39701.554,228
2022-09-01,3764,249452.594,1086
2022-09-01,3765,93952.604,536
2022-09-01,3766,13905.097,83
2022-09-01,3767,6309.83,48
2022-09-01,3770,99512.034,379
2022-09-01,3775,108926.299,484
2022-09-01,3777,204890.529,1172
2022-09-01,3778,5134.509,29
2022-09-01,3779,26181.356,105
2022-09-01,3781,49126.599,339
2022-09-01,3782,110592.838,672
2022-09-01,3783,45853.444,252
2022-09-01,3785,381.567,1
2022-09-01,3786,14199.145,94
2022-09-01,3787,6280.305,45
2022-09-01,3788,13503.815,96
2022-09-01,3789,1668.772,14
2022-09-01,3791,21259.809,106
2022-09-01,3792,18701.990999999998,91
2022-09-01,3793,70573.696,345
2022-09-01,3795,52107.305,168
2022-09-01,3796,133440.196,782
2022-09-01,3797,75512.223,384
2022-09-01,3799,101584.233,619
2022-09-01,3802,1361.8690000000001,6
2022-09-01,3803,210994.98,722
2022-09-01,3804,285359.383,990
2022-09-01,3805,1572502.138,6061
2022-09-01,3806,1346916.981,5182
2022-09-01,3807,181751.391,770
2022-09-01,3808,72699.344,356
2022-09-01,3809,765794.457,2084
2022-09-01,3810,1401297.853,5295
2022-09-01,3812,63313.644,245
2022-09-01,3813,23356.605,103
2022-09-01,3814,76323.78600000001,264
2022-09-01,3815,83799.735,377
2022-09-01,3816,93224.775,357
2022-09-01,3818,490326.232,1989
2022-09-01,3820,508373.241,1990
2022-09-01,3821,106071.544,426
2022-09-01,3822,27451.422,119
2022-09-01,3823,75092.466,328
2022-09-01,3824,145203.443,581
2022-09-01,3825,490786.012,2315
2022-09-01,3831,60564.121,320
2022-09-01,3832,12212.839,46
2022-09-01,3833,9056.767,41
2022-09-01,3835,21968.612999999998,52
2022-09-01,3840,434821.169,1609
2022-09-01,3842,127946.125,508
2022-09-01,3844,1206233.052,3019
2022-09-01,3847,77954.949,294
2022-09-01,3850,444933.946,1469
2022-09-01,3851,363411.092,1171
2022-09-01,3852,1325.984,3
2022-09-01,3854,46453.301,189
2022-09-01,3856,39676.034,163
2022-09-01,3857,11182.471,60
2022-09-01,3858,145342.956,475
2022-09-01,3859,37578.949,107
2022-09-01,3860,241475.97,923
2022-09-01,3862,146992.569,504
2022-09-01,3864,7125.804,28
2022-09-01,3865,28835.261,91
2022-09-01,3869,67900.267,263
2022-09-01,3870,37094.02,204
2022-09-01,3871,80841.595,402
2022-09-01,3873,14244.095000000001,55
2022-09-01,3874,35037.965,124
2022-09-01,3875,808625.006,2513
2022-09-01,3878,90046.573,263
2022-09-01,3880,241753.269,740
2022-09-01,3882,65635.364,213
2022-09-01,3885,71023.654,290
2022-09-01,3886,22090.051,61
2022-09-01,3887,12452.721,42
2022-09-01,3888,158966.24599999998,533
2022-09-01,3889,10048.858,32
2022-09-01,3890,11897.892,36
2022-09-01,3891,2957.54,17
2022-09-01,3892,61003.253,247
2022-09-01,3893,1315.917,4
2022-09-01,3895,6202.45,23
2022-09-01,3896,13654.314,52
2022-09-01,3898,16884.531,70
2022-09-01,3900,6002.713,23
2022-09-01,3902,20373.925,69
2022-09-01,3903,37857.952,134
2022-09-01,3904,117194.615,354
2022-09-01,3909,398955.679,1304
2022-09-01,3912,628.01,6
2022-09-01,3922,574327.737,1777
2022-09-01,3923,47831.606,165
2022-09-01,3925,261597.338,728
2022-09-01,3945,51797.337,183
2022-09-01,3946,15854.611,54
2022-09-01,3950,148844.6,656
2022-09-01,3951,43717.636,164
2022-09-01,3953,256955.156,994
2022-09-01,3954,14251.0,62
2022-09-01,3956,193497.046,695
2022-09-01,3957,12666.723,51
2022-09-01,3958,7813.837,32
2022-09-01,3959,93844.878,319
2022-09-01,3960,109072.969,499
2022-09-01,3962,32068.726,173
2022-09-01,3964,5721.185,30
2022-09-01,3965,15916.488,51
2022-09-01,3966,25612.196,84
2022-09-01,3967,8301.44,24
2022-09-01,3971,160349.204,601
2022-09-01,3975,686964.488,2413
2022-09-01,3976,641924.35,2494
2022-09-01,3977,3240167.266,10878
2022-09-01,3978,2180017.753,5513
2022-09-01,3979,17695.434,53
2022-09-01,3980,102180.528,466
2022-09-01,3981,189007.977,651
2022-09-01,3984,328989.474,1127
2022-09-01,3987,50537.854,226
2022-09-01,3988,37653.096,175
2022-09-01,3990,4654.801,18
2022-09-01,3991,19907.316,77
2022-09-01,3992,69864.558,224
2022-09-01,3995,529840.835,1793
2022-09-01,3996,336535.891,1156
2022-10-01,3064,756143.033,1270
2022-10-01,3074,618820.078,1396
